Order_ID,Order_Date,Region,Category,Sub_Category,Customer_Name,Orders,Quantity,Revenue,Profit
ORD10327,29-06-2022,West,Furniture,Chairs,Kiran,5,5,4589.38,-351.7
ORD10328,24-07-2023,East,Technology,Copiers,Kiran,3,8,4164.35,1095.83
ORD10329,20-11-2023,West,Office Supplies,Paper,Ankit,3,8,442.21,43.7
ORD10330,09-03-2023,EAST,Office Supplies,Binders,Ravi,5,15,4696.53,478.07
ORD10331,21-05-2024,South,Office Supplies,Binders,Amit,3,4,911.18,123.59
ORD10332,05-09-2023,West,Office Supplies,Paper,Sara,1,4,$1675.9,418.61
ORD10333,17-09-2022,West,Technology,Accessories,Sara,3,12,1329.88,254.36
ORD10334,14-03-2022,South,Technology,Copiers,David,2,13,$4009.31,598.86
ORD10335,11-03-2024,South,Technology,Accessories,Neha,5,20,1355.82,-120.12
ORD10336,17-02-2022,East,Furniture,Tables,Kiran,4,10,2027.39,-168.38
ORD10337,12-04-2023, west ,Office Supplies,Art,David,2,18,4843.22,1312.07
ORD10338,15-08-2023,South,Furniture,Chairs,Neha,4,18,3421.02,902.88
ORD10339,09-03-2023,South,Office Supplies,Art,Ankit,2,5,2693.81,528.84
ORD10340,01-12-2022,East,Office Supplies,Art,Amit,2,1,4703.26,144.11
ORD10341,06-05-2022, west ,Technology,Copiers,David,2,13,4660.72,1510.46
ORD10342,27-02-2024,EAST,Technology,Copiers,John,1,14,1193.33,367.68
ORD10343,13-01-2023,Central,Office Supplies,Binders,Neha,5,17,4577.74,259.47
ORD10344,22-09-2023,East,Office Supplies,Paper,John,3,3,2105.43,408.15
ORD10345,27-10-2022, west ,Office Supplies,Paper,John,4,9,$2523.64,801.92
ORD10346,08-01-2024,South,Furniture,Tables,Sneha,5,3,1644.54,-120.93
ORD10347,29-04-2024, west ,Technology,Accessories,Ravi,4,17,4872.77,72.29
ORD10348,18-09-2022, west ,Technology,Phones,Ankit,4,18,1163.17,162.54
ORD10349,01-07-2022,East,Technology,Copiers,Sneha,5,13,3910.17,853.75
ORD10350,11-10-2022,Central,Technology,Copiers,Ankit,3,17,$4080.2,680.18
ORD10351,14-09-2023,South,Furniture,Storage,Sneha,1,7,$1017.88,213.73
ORD10352,18-08-2022, west ,Furniture,Storage,John,4,2,4646.82,1512.42
ORD10353,26-01-2023, west ,Office Supplies,Art,David,1,19,3600.93,69.22
ORD10354,27-10-2023, west ,Technology,Phones,Priya,5,5,1267.54,315.75
ORD10355,23-02-2022,EAST,Furniture,Chairs,Neha,5,9,1583.67,168.56
ORD10356,16-01-2023,East,Office Supplies,Binders,Amit,5,8,1110.29,-85.58
ORD10357,17-11-2022,West,Office Supplies,Art,Kiran,2,3,2774.39,452.33
ORD10358,11-04-2023,Central,Technology,Copiers,Ravi,1,1,2940.27,284.21
ORD10359,10-06-2024, west ,Technology,Accessories,neha,5,20,3552.28,714.8
ORD10360,01-10-2022,Central,Office Supplies,Paper,David,2,9,2608.59,530.09
ORD10361,28-02-2022,EAST,Furniture,Chairs,Neha,5,9,850.97,91.53
ORD10362,12-12-2023,Central,Furniture,Chairs,Ravi,2,10,1425.94,241.25
ORD10363,10-04-2024, west ,Technology,Accessories,John,2,20,4207.07,983.52
ORD10364,02-08-2023,West,Furniture,Chairs,Ravi,3,7,3767.03,-220.31
ORD10365,19-08-2023,EAST,Furniture,Storage,Sneha,5,12,3741.66,147.8
ORD10366,15-04-2023,East,Furniture,Storage,Ravi,3,19,$263.38,43.88
ORD10367,30-03-2024,South,Technology,Phones,Kiran,5,17,2759.66,724.4
ORD10368,30-01-2022,West,Office Supplies,Paper,Kiran,5,15,4035.62,1260.85
ORD10369,09-06-2022, west ,Furniture,Chairs,Priya,2,18,4900.68,1157.27
ORD10370,26-12-2022,South,Office Supplies,Paper,Ravi,4,9,$4015.14,618.49
ORD10371,27-01-2023,Central,Office Supplies,Art,Sneha,1,11,3868.57,345.75
ORD10372,04-07-2023,South,Furniture,Tables,Kiran,5,1,3188.96,902.08
ORD10373,04-02-2024,East,Office Supplies,Art,Sneha,4,15,2158.49,-86.61
ORD10374,01-04-2022, west ,Furniture,Storage,Sneha,2,3,140.28,41.95
ORD10375,13-10-2022,Central,Furniture,Storage,Sneha,3,13,4970.24,-222.35
ORD10376,05-09-2023,West,Technology,Accessories,Ravi,2,8,4676.03,853.94
ORD10377,02-09-2023, west ,Technology,Phones,David,3,8,$4950.15,-274.03
ORD10378,10-01-2023,East,Furniture,Tables,Priya,4,7,4283.96,-308.52
ORD10379,25-05-2024,EAST,Furniture,Chairs,Priya,2,6,213.12,54.6
ORD10380,15-10-2022,Central,Technology,Copiers,Ankit,4,6,2549.81,140.48
ORD10381,25-05-2022,South,Furniture,Tables,Amit,2,19,3507.87,517.34
ORD10382,21-02-2022,South,Office Supplies,Art,Sneha,3,16,200.29,37.31
ORD10383,18-11-2022,East,Furniture,Chairs,David,2,17,2433.96,53.35
ORD10384,15-01-2022,West,Technology,Phones,Sara,4,12,3762.35,1004.64
ORD10385,13-12-2022,EAST,Technology,Accessories,John,5,1,4159.07,124.8
ORD10386,15-09-2023,East,Office Supplies,Art,sara,3,15,2275.5,161.59
ORD10387,07-09-2022,EAST,Technology,Accessories,Ankit,3,3,2690.07,-258.41
ORD10388,03-09-2023,EAST,Furniture,Storage,John,1,11,2754.54,-144.96
ORD10389,19-03-2024, west ,Furniture,Chairs,Ravi,1,1,3434.64,36.03
ORD10390,22-09-2023,West,Furniture,Storage,Priya,5,5,1228.94,421.17
ORD10391,30-08-2023,West,Technology,Phones,David,4,5,2754.63,855.58
ORD10392,30-03-2023,Central,Office Supplies,Paper,John,3,10,4246.52,-278.7
ORD10393,20-04-2022,Central,Technology,Phones,Priya,2,19,606.62,137.92
ORD10394,22-11-2023,West,Technology,Accessories,Ankit,2,2,4040.11,1245.62
ORD10395,14-01-2024,EAST,Technology,Phones,Kiran,4,4,789.52,-27.33
ORD10396,17-07-2023,West,Office Supplies,Paper,john,3,11,3434.82,871.69
ORD10397,13-07-2022,East,Office Supplies,Paper,Sara,2,19,3019.22,789.11
ORD10398,27-02-2022,South,Technology,Copiers,Priya,4,5,798.19,202.98
ORD10399,21-11-2023,East,Furniture,Chairs,Ankit,4,20,287.67,47.05
ORD10400,24-12-2022,South,Office Supplies,Paper,Neha,3,10,4596.73,724.93
ORD10401,17-05-2024,South,Furniture,Storage,Neha,5,17,4004.28,-59.7
ORD10402,24-03-2024,East,Technology,Copiers,Amit,4,1,4467.14,1297.56
ORD10403,05-05-2022,West,Technology,Copiers,Sara,1,11,$3558.42,962.74
ORD10404,13-07-2023,Central,Furniture,Tables,Neha,4,3,685.42,88.09
ORD10405,24-01-2024,EAST,Office Supplies,Paper,Amit,1,16,691.96,162.85
ORD10406,16-12-2023,South,Furniture,Storage,David,3,9,659.82,38.92
ORD10407,16-04-2024,South,Office Supplies,Art,Ravi,4,7,3530.32,714.95
ORD10408,30-08-2023,East,Office Supplies,Binders,Ankit,5,10,1597.44,279.94
ORD10409,09-09-2022,East,Office Supplies,Paper,Ankit,1,9,2005.69,498.87
ORD10410,14-02-2023,West,Furniture,Chairs,John,4,9,3681.63,431.79
ORD10411,17-06-2023,East,Office Supplies,Art,Kiran,4,16,4100.87,56.2
ORD10412,19-03-2024,Central,Furniture,Storage,Kiran,5,7,1265.57,106.43
ORD10413,08-05-2023, west ,Furniture,Chairs,Sara,4,14,$1287.36,372.26
ORD10414,10-03-2023,South,Technology,Phones,Amit,3,18,1689.9,525.43
ORD10415,11-11-2022,EAST,Office Supplies,Art,Kiran,2,3,2364.22,420.25
ORD10416,25-02-2023,South,Office Supplies,Art,Sneha,4,8,4326.23,1030.15
ORD10417,06-02-2024,East,Technology,Accessories,Neha,1,19,996.21,-25.61
ORD10418,24-02-2023,EAST,Furniture,Storage,Neha,4,4,2933.03,987
ORD10419,11-02-2023,East,Furniture,Storage,Ankit,1,18,2815.85,-148.83
ORD10420,17-10-2022,EAST,Furniture,Storage,Sneha,5,11,4392.43,39.16
ORD10421,05-02-2022,East,Technology,Phones,Priya,1,5,$4895.08,262.17
ORD10422,23-05-2022,South,Furniture,Storage,Ravi,1,12,2565.96,415.14
ORD10423,23-11-2022,EAST,Furniture,Tables,Sneha,2,8,4560.96,1311.87
ORD10424,24-09-2023,EAST,Technology,Accessories,John,4,15,3916.73,761.08
ORD10425,09-05-2023, west ,Office Supplies,Paper,David,3,14,683.72,215.33
ORD10426,23-02-2024,West,Office Supplies,Binders,Amit,1,3,1858.8,-128.78
ORD10427,06-02-2024,West,Furniture,Chairs,Neha,4,4,$2568.4,86.59
ORD10428,16-09-2022,Central,Furniture,Tables,Sneha,1,12,2435.69,220.08
ORD10429,20-05-2023,South,Furniture,Storage,Amit,5,10,127.24,43.24
ORD10430,16-03-2024,South,Office Supplies,Paper,Sara,4,15,2767.92,664.69
ORD10431,07-11-2022,West,Office Supplies,Art,neha,2,19,4711.64,948.63
ORD10432,30-03-2022,EAST,Furniture,Chairs,Neha,4,2,$347.65,6.28
ORD10433,14-04-2022,West,Office Supplies,Art,Sneha,2,5,1880.37,203.34
ORD10434,28-05-2023,South,Office Supplies,Art,sneha,1,14,1581.15,530.93
ORD10435,15-01-2022,South,Office Supplies,Binders,Neha,3,3,3811.4,1002.66
ORD10436,14-10-2023,EAST,Furniture,Storage,neha,1,20,4695.42,-231.38
ORD10437,26-03-2022,East,Technology,Accessories,John,3,3,2114.3,438.29
ORD10438,05-02-2022, west ,Technology,Phones,Amit,1,11,2063.51,200.61
ORD10439,04-06-2024,,Furniture,Tables,Ankit,4,15,1262.16,-71.49
ORD10440,17-01-2023,West,Technology,Phones,Ankit,3,5,2844.23,247.91
ORD10441,25-03-2022,East,Technology,Phones,Sneha,4,8,2885.73,209.36
ORD10442,13-02-2022,EAST,Office Supplies,Binders,Sneha,3,19,3094.97,987.28
ORD10443,25-04-2024,Central,Furniture,Chairs,Ankit,3,12,1045.25,-20.43
ORD10444,29-04-2023,East,Furniture,Tables,Kiran,5,11,629.96,-41.03
ORD10445,30-09-2023,East,Technology,Phones,John,4,11,2907.06,-270.14
ORD10446,28-05-2024,EAST,Furniture,Chairs,David,5,14,3375.97,395.3
ORD10447,23-10-2023,Central,Technology,Accessories,Priya,3,9,206.32,58.49
ORD10448,02-02-2022,South,Furniture,Storage,Sneha,2,15,1889.19,409.33
ORD10449,03-02-2022,West,Technology,Accessories,John,4,5,3604.86,
ORD10450,10-06-2022,South,Furniture,Tables,Kiran,4,10,4344.36,211.39
ORD10451,29-02-2024,South,Technology,Phones,John,2,7,4173.39,186.49
ORD10452,14-07-2023,East,Office Supplies,Binders,Ankit,5,14,1773.72,620.24
ORD10453,18-09-2023,Central,Office Supplies,Paper,Sneha,4,7,4122.99,912.57
ORD10454,18-05-2023,East,Technology,Copiers,Ankit,2,5,3125.21,323.52
ORD10455,29-12-2022,,Furniture,Storage,Priya,5,20,561.95,96.01
ORD10456,08-09-2022,EAST,Technology,Accessories,Priya,5,11,3858.02,233.78
ORD10457,20-02-2023,Central,Technology,Accessories,Amit,2,1,1178.37,115.72
ORD10458,21-07-2023,EAST,Office Supplies,Paper,Priya,2,15,976.24,24.91
ORD10459,10-07-2022, west ,Technology,Copiers,David,2,15,1020,355.05
ORD10460,14-09-2022, west ,Office Supplies,Art,Sneha,1,18,4377.5,940.07
ORD10461,17-10-2022,East,Office Supplies,Paper,Ankit,2,11,4271.79,783.56
ORD10462,02-09-2023,South,Technology,Accessories,John,1,5,121.98,25.11
ORD10463,06-02-2023,South,Technology,Accessories,sara,3,17,4336.72,122.51
ORD10464,10-05-2024,EAST,Furniture,Chairs,John,5,4,4008.78,944.01
ORD10465,02-10-2023,West,Office Supplies,Binders,Amit,3,6,2688.47,784.12
ORD10466,12-05-2023,Central,Office Supplies,Art,Priya,1,16,$4328.04,-243.58
ORD10467,28-11-2023, west ,Office Supplies,Paper,neha,2,18,2717.46,-77.14
ORD10468,04-07-2023,East,Office Supplies,Paper,Priya,1,12,4683.04,828.93
ORD10469,02-12-2023,East,Furniture,Tables,John,1,4,3426.42,583.66
ORD10470,10-11-2022,Central,Furniture,Chairs,Amit,3,17,1910.81,72.55
ORD10471,06-04-2024,EAST,Technology,Accessories,Neha,3,9,$4100.65,1428.07
ORD10472,24-11-2023, west ,Technology,Phones,Sara,5,16,3146.36,780.09
ORD10473,22-12-2022,Central,Furniture,Storage,Ravi,2,12,4094.26,44.6
ORD10474,05-05-2022,East,Office Supplies,Binders,David,3,8,3713.38,450.02
ORD10475,08-02-2023,South,Office Supplies,Paper,Kiran,1,3,4538.28,340.93
ORD10476,09-01-2023,South,Office Supplies,Binders,John,1,3,2907.41,850.92
ORD10477,05-02-2022,East,Office Supplies,Paper,Priya,5,2,1763.78,-42.55
ORD10478,15-01-2022,,Technology,Copiers,David,5,4,4637.39,27.17
ORD10479,04-05-2023,Central,Furniture,Tables,Ravi,4,2,2496.73,-152.15
ORD10480,03-06-2023,South,Office Supplies,Paper,John,2,17,2801.59,690
ORD10481,10-10-2022,West,Technology,Copiers,Neha,1,5,2488.65,591.33
ORD10482,19-03-2023,Central,Office Supplies,Binders,Ankit,1,17,1776.09,209.27
ORD10483,01-06-2024,South,Office Supplies,Art,Amit,5,6,4382.15,1035.8
ORD10484,13-05-2022,EAST,Office Supplies,Art,Kiran,1,4,1739.52,-27.04
ORD10485,17-07-2022,EAST,Technology,Copiers,Sneha,5,1,1494.86,497.09
ORD10486,11-01-2024,South,Technology,Phones,Amit,3,5,4525.3,1277.27
ORD10487,09-06-2022, west ,Furniture,Chairs,Priya,2,9,2792.51,908.02
ORD10488,07-10-2023,East,Office Supplies,Paper,Ravi,4,5,$680.31,92.22
ORD10489,12-09-2023, west ,Technology,Accessories,Ravi,4,3,4524.56,1567.91
ORD10490,28-03-2023,West,Technology,Phones,John,3,10,1996.75,30.79
ORD10491,17-03-2023, west ,Furniture,Tables,Ankit,2,8,1816.44,578.31
ORD10492,05-11-2023,West,Furniture,Tables,Priya,2,11,1077.47,-39.95
ORD10493,19-02-2024,East,Furniture,Storage,Priya,1,19,544.75,
ORD10494,09-06-2023, west ,Furniture,Chairs,Amit,4,16,$3984.75,1293.17
ORD10495,29-03-2024,,Furniture,Storage,Neha,1,7,4121.68,1102.68
ORD10496,22-03-2023,Central,Technology,Copiers,David,1,1,1922.62,204.48
ORD10497,17-04-2022, west ,Furniture,Chairs,Kiran,3,17,4245.34,132.31
ORD10498,14-07-2022, west ,Technology,Phones,Ankit,3,5,3361.23,-135.51
ORD10499,02-04-2024,EAST,Furniture,Storage,Amit,3,11,$4806.18,1190.89
ORD10500,10-02-2024,West,Office Supplies,Art,Sara,5,16,4969.6,759.85
ORD10501,10-11-2022,EAST,Office Supplies,Art,John,4,19,3896.65,1222.11
ORD10502,27-07-2022,West,Furniture,Tables,David,4,9,1334.82,-119.16
ORD10503,27-03-2022, west ,Technology,Copiers,Sara,3,5,295.49,5.02
ORD10504,14-03-2022,Central,Office Supplies,Paper,Neha,3,2,$3999.46,-371.86
ORD10505,07-01-2022,EAST,Furniture,Tables,kiran,1,17,4264.89,508.63
ORD10506,25-06-2023,West,Furniture,Storage,Ankit,4,14,$1357.41,28.79
ORD10507,06-03-2024,East,Office Supplies,Paper,john,3,2,$4564.47,-252.28
ORD10508,01-01-2023,EAST,Office Supplies,Binders,Ankit,4,6,1683.53,-32.73
ORD10509,01-09-2023,South,Technology,Accessories,Ankit,2,3,412.59,128.33
ORD10510,18-01-2024,Central,Office Supplies,Paper,Ravi,2,12,1532.64,75.2
ORD10511,29-08-2023, west ,Office Supplies,Paper,John,3,2,2810.94,-95.4
ORD10512,23-11-2023, west ,Technology,Phones,Ravi,2,18,681.63,20.89
ORD10513,27-01-2024,West,Furniture,Chairs,Amit,4,2,$4395.12,1312.74
ORD10514,29-04-2023,East,Office Supplies,Binders,Neha,2,6,1820.76,425.72
ORD10515,02-08-2023,EAST,Technology,Accessories,Ankit,4,18,3668.14,819.35
ORD10516,19-03-2022,East,Office Supplies,Art,Sneha,3,4,2480.95,11.6
ORD10517,27-01-2022,Central,Technology,Accessories,Priya,5,4,4098.03,374.39
ORD10518,26-08-2023, west ,Furniture,Storage,David,1,8,2176.27,660.58
ORD10519,25-11-2022,West,Office Supplies,Binders,Neha,5,5,4993.15,903.28
ORD10520,17-06-2023, west ,Furniture,Tables,Ravi,3,17,4336.89,26.95
ORD10521,27-05-2022, west ,Technology,Copiers,Kiran,4,6,2191.01,444.4
ORD10522,28-04-2023,West,Technology,Phones,David,1,4,4470.24,60.02
ORD10523,24-12-2022,East,Office Supplies,Art,Sara,5,10,3050.57,215.49
ORD10524,13-11-2023,South,Office Supplies,Paper,David,5,8,2829.32,889.68
ORD10525,09-12-2023, west ,Furniture,Chairs,Neha,2,12,2475.84,
ORD10526,12-07-2022,East,Furniture,Storage,Ravi,3,13,4887.91,111.17
ORD10527,02-10-2023,EAST,Technology,Accessories,Neha,5,16,1138.48,313.65
ORD10528,08-05-2024,South,Technology,Phones,Sara,1,12,371.12,-26.35
ORD10529,04-09-2022,Central,Office Supplies,Paper,sara,2,2,1282.15,
ORD10530,20-12-2022,South,Office Supplies,Paper,David,4,9,4496.96,1074.4
ORD10531,27-09-2023,Central,Technology,Copiers,Sneha,1,4,$3860.18,1188.03
ORD10532,20-06-2023,EAST,Technology,Accessories,Neha,5,11,2899.3,955.27
ORD10533,31-07-2022,South,Office Supplies,Binders,David,1,10,2775.56,-92.7
ORD10534,24-07-2023,EAST,Furniture,Tables,Kiran,3,20,3146.86,490.73
ORD10535,12-09-2022,Central,Office Supplies,Art,Priya,2,14,3029.76,234.95
ORD10536,03-11-2023,EAST,Office Supplies,Binders,Ankit,1,2,185.11,5.07
ORD10537,20-04-2024,,Office Supplies,Binders,Sara,2,1,2803.24,-165.32
ORD10538,02-08-2023,EAST,Office Supplies,Paper,John,2,11,2348.14,-233.75
ORD10539,25-01-2023,Central,Office Supplies,Binders,Amit,1,15,4626.5,420.23
ORD10540,09-02-2023,Central,Technology,Accessories,Priya,5,1,3972.1,966.67
ORD10541,11-06-2023,Central,Office Supplies,Binders,Ravi,2,7,4795.07,-472.17
ORD10542,25-06-2022,EAST,Furniture,Chairs,Amit,5,19,3405.83,1172.94
ORD10543,18-01-2023,West,Office Supplies,Paper,david,5,16,1083.53,109.19
ORD10544,21-09-2023,East,Furniture,Tables,Amit,4,12,2664.81,805.93
ORD10545,23-12-2022,South,Furniture,Tables,Ravi,1,9,4555.85,-293.84
ORD10546,29-08-2023,Central,Technology,Accessories,Ankit,2,12,3968.53,427.35
ORD10547,09-08-2023,Central,Office Supplies,Binders,Kiran,3,12,1167.84,111.06
ORD10548,07-09-2022,EAST,Furniture,Tables,Kiran,3,3,$224.3,-16.36
ORD10549,29-06-2023,South,Furniture,Chairs,David,5,9,3183.33,35.32
ORD10550,24-11-2022,South,Furniture,Tables,Neha,4,6,1296.73,194.24
ORD10551,28-12-2022,East,Furniture,Tables,Sara,1,2,1572.06,177.29
ORD10552,04-04-2022,EAST,Furniture,Storage,Priya,1,17,2238.89,-221.97
ORD10553,08-02-2022,Central,Office Supplies,Paper,Amit,1,14,2632.32,342.72
ORD10554,09-04-2022,Central,Office Supplies,Binders,Amit,1,4,$2722.19,-200.82
ORD10555,02-07-2023, west ,Office Supplies,Binders,Ankit,5,18,1475.81,58.42
ORD10556,24-10-2022,South,Office Supplies,Paper,Ankit,1,13,1697.17,150.58
ORD10557,27-12-2023, west ,Technology,Phones,Priya,1,4,4719.68,-413.44
ORD10558,21-05-2023, west ,Furniture,Chairs,Neha,3,3,3051.5,-258.17
ORD10559,11-08-2023,East,Office Supplies,Binders,david,3,8,550.11,64.73
ORD10560,25-09-2023,EAST,Office Supplies,Paper,Ravi,5,20,2480.71,-38.77
ORD10561,25-04-2024,West,Furniture,Chairs,John,3,4,1954.96,235.31
ORD10562,25-06-2022,Central,Furniture,Tables,John,4,9,1683.1,406.81
ORD10563,25-01-2024,EAST,Technology,Phones,Ravi,3,4,2003.23,-187.74
ORD10564,14-01-2023,West,Furniture,Tables,Ankit,1,10,915.19,221.14
ORD10565,09-05-2023,East,Technology,Accessories,Sneha,3,18,3377.35,1061.08
ORD10566,24-04-2023, west ,Technology,Copiers,Neha,5,2,234.43,25.31
ORD10567,05-07-2023,East,Technology,Copiers,Neha,1,4,2772.9,215.73
ORD10568,01-08-2022, west ,Office Supplies,Paper,Priya,5,8,3012.51,108.34
ORD10569,08-06-2023,South,Technology,Copiers,Kiran,2,12,3568.38,361.53
ORD10570,24-04-2022, west ,Office Supplies,Paper,David,1,17,2965.48,705.86
ORD10571,09-10-2023,West,Office Supplies,Art,Priya,3,3,638.11,13.77
ORD10572,17-02-2024, west ,Furniture,Chairs,Neha,1,9,319.98,-12.02
ORD10573,09-12-2023,EAST,Technology,Copiers,Priya,2,7,1004.64,54.08
ORD10574,30-05-2024,EAST,Office Supplies,Paper,Amit,4,6,639.6,-9.52
ORD10575,04-11-2023,,Furniture,Tables,Amit,3,9,3363.22,-281.67
ORD10576,15-06-2024,EAST,Technology,Accessories,Ravi,4,4,1731.75,493.12
ORD10577,07-11-2022,South,Furniture,Storage,David,5,9,3039.3,751.17
ORD10578,27-03-2024,Central,Furniture,Storage,Amit,2,7,4367.25,-57.22
ORD10579,03-08-2022, west ,Technology,Copiers,Ankit,1,3,2731.41,180.73
ORD10580,25-02-2022,West,Technology,Accessories,Neha,1,12,3233.41,-94.27
ORD10581,08-08-2023,West,Furniture,Storage,Sneha,2,20,1049.53,-62.52
ORD10582,14-05-2022,EAST,Office Supplies,Art,Kiran,3,1,$834.03,252.97
ORD10583,11-01-2023, west ,Furniture,Storage,Sneha,2,15,3431.82,635.69
ORD10584,14-08-2023,East,Furniture,Tables,Neha,3,19,170.08,1.02
ORD10585,03-07-2023,Central,Technology,Phones,Neha,4,17,1758.13,51.4
ORD10586,03-12-2023, west ,Furniture,Storage,David,1,9,1177.21,18.38
ORD10587,23-01-2023,East,Office Supplies,Art,Ravi,5,9,2315.53,721
ORD10588,12-01-2022,,Furniture,Storage,Sara,3,9,249.6,-5.57
ORD10589,09-04-2022,Central,Office Supplies,Paper,Priya,4,3,$3199.19,31.68
ORD10590,12-11-2023, west ,Office Supplies,Binders,Ravi,1,10,4166,723.99
ORD10591,01-05-2022,South,Office Supplies,Binders,Kiran,1,2,4481.99,402.28
ORD10592,27-02-2023,South,Technology,Copiers,david,1,14,720.68,-42.13
ORD10593,20-03-2023,,Technology,Accessories,Ravi,5,13,$1925.79,400.89
ORD10594,18-10-2023,Central,Technology,Phones,Neha,4,18,925.83,-44.8
ORD10595,16-09-2023, west ,Furniture,Chairs,Ravi,1,9,2355.6,601.12
ORD10596,21-04-2024,South,Technology,Accessories,Amit,5,5,541.94,125.22
ORD10597,27-08-2023,EAST,Office Supplies,Binders,Priya,1,1,228.74,-3.64
ORD10598,24-07-2022,East,Office Supplies,Art,Sara,1,15,2772.77,-171.25
ORD10599,20-12-2023,Central,Furniture,Storage,Kiran,4,12,4682.64,716.73
ORD10600,05-07-2023,EAST,Technology,Accessories,Priya,5,4,4766.97,-188.8
ORD10601,22-05-2022, west ,Technology,Accessories,Amit,5,9,4339.51,
ORD10602,11-01-2023,Central,Furniture,Tables,David,2,2,534.05,115.51
ORD10603,06-02-2023,EAST,Office Supplies,Art,Ankit,1,18,3291.08,1049.59
ORD10604,28-08-2022, west ,Furniture,Tables,Kiran,2,18,4952.81,738.3
ORD10605,26-12-2023,,Technology,Phones,Sneha,4,11,1836.83,540.67
ORD10606,13-01-2022,EAST,Technology,Copiers,Priya,3,6,742.45,40.85
ORD10607,30-11-2023,Central,Technology,Copiers,Priya,4,14,1554.11,50.54
ORD10608,18-03-2024,West,Technology,Copiers,Kiran,4,17,$2352.73,-41.53
ORD10609,08-12-2022,South,Technology,Copiers,Sara,4,9,3586.2,557.86
ORD10610,07-06-2024,EAST,Technology,Accessories,ankit,5,3,3765.26,702.32
ORD10611,12-03-2023,EAST,Furniture,Storage,Sara,2,8,2115.79,666.31
ORD10612,01-05-2023,South,Furniture,Tables,Kiran,3,20,$4232.32,452.75
ORD10613,10-12-2022,Central,Office Supplies,Art,Ravi,2,8,2294.61,471.76
ORD10614,17-07-2023,South,Furniture,Chairs,Priya,2,5,602.52,-49.99
ORD10615,06-06-2024, west ,Office Supplies,Paper,Priya,4,13,2322.04,702.04
ORD10616,18-06-2024,EAST,Furniture,Storage,David,2,20,2352.57,447.91
ORD10617,05-11-2023,East,Furniture,Storage,Ravi,5,5,946.71,60.29
ORD10618,24-12-2023,EAST,Furniture,Chairs,Sneha,4,18,1138.18,-102.7
ORD10619,27-12-2022,East,Technology,Accessories,Priya,1,11,587.16,21.04
ORD10620,06-12-2022, west ,Office Supplies,Binders,Amit,1,14,4320.23,232.56
ORD10621,25-04-2024,EAST,Office Supplies,Art,Amit,2,19,3335.14,24.66
ORD10622,21-11-2023, west ,Technology,Copiers,Sneha,2,7,4774.48,391.05
ORD10623,13-02-2023,South,Technology,Copiers,Sneha,1,9,3966.94,523.6
ORD10624,10-10-2023,Central,Office Supplies,Binders,Priya,4,18,3294.16,431.11
ORD10625,11-06-2024,West,Office Supplies,Art,Kiran,4,1,3842.39,20.52
ORD10626,23-11-2023,EAST,Furniture,Chairs,David,5,5,367.39,51.73
ORD10627,22-03-2023, west ,Technology,Copiers,David,3,8,2334.95,-131.45
ORD10628,07-11-2023,South,Office Supplies,Paper,Kiran,1,12,1995.33,68.62
ORD10629,26-04-2024,West,Technology,Phones,Neha,2,11,3134.65,759.28
ORD10630,08-05-2023,EAST,Furniture,Tables,Sneha,4,9,1747.63,337.96
ORD10631,15-09-2022,,Technology,Copiers,Amit,1,12,3731.3,103.4
ORD10632,03-11-2022,East,Office Supplies,Binders,Ravi,4,11,214.19,61.45
ORD10633,04-08-2022,Central,Office Supplies,Binders,neha,4,10,857.49,196.72
ORD10634,17-02-2024, west ,Furniture,Tables,Kiran,2,9,3587.58,1138.43
ORD10635,31-05-2024,East,Furniture,Tables,Ravi,2,14,3597.85,919.08
ORD10636,22-06-2022,West,Furniture,Storage,Neha,1,7,1405.39,142.65
ORD10637,27-03-2022, west ,Technology,Accessories,Neha,1,15,469.71,-22.14
ORD10638,07-02-2024,East,Furniture,Storage,Sneha,4,9,4273.43,735.13
ORD10639,04-05-2024, west ,Technology,Phones,David,2,6,4803.6,1529.56
ORD10640,24-09-2023,South,Office Supplies,Paper,Ankit,2,13,4933.06,442.47
ORD10641,31-10-2023,West,Technology,Copiers,Ankit,1,15,4039.16,659.35
ORD10642,04-09-2022,Central,Office Supplies,Binders,Sneha,5,18,2085.28,
ORD10643,13-07-2023, west ,Technology,Phones,Sara,4,15,2039.33,633.45
ORD10644,03-08-2022,East,Technology,Accessories,Ankit,5,19,2509.36,770.63
ORD10645,22-05-2022, west ,Furniture,Tables,John,3,2,4527.16,1138.59
ORD10646,30-04-2024,,Furniture,Tables,Sneha,4,11,1780.29,-44.77
ORD10647,20-08-2022, west ,Furniture,Storage,Priya,4,4,324.98,
ORD10648,16-09-2023,South,Office Supplies,Binders,Priya,4,13,2379.24,376.72
ORD10649,19-06-2022,West,Furniture,Chairs,Sneha,1,17,2584.62,70.32
ORD10650,05-01-2024, west ,Office Supplies,Art,Ankit,2,14,1395.84,-12.59
ORD10651,01-09-2022, west ,Furniture,Tables,David,1,10,1434.19,95.38
ORD10652,18-11-2023,East,Office Supplies,Paper,Amit,2,6,$3357.68,
ORD10653,06-10-2022, west ,Office Supplies,Art,John,1,3,728.57,127.13
ORD10654,12-02-2024,South,Technology,Copiers,Ravi,3,14,1967.91,490.72
ORD10655,29-07-2023,EAST,Technology,Copiers,Ravi,4,11,1527.35,-63.64
